LevelName	Status	Runtime_ms	Pushes	Moves	GeneratedStates	ExpandedNodes	TotalChildren	EffectiveChildren	RepeatedNodes	Deadlocks	BranchingReal	BranchingEffective	BranchingClassic	Redundancy	PathStates	PathBoxLines	PathBoxChanges	PathBranchingRealAvg	PathBranchingEffectiveAvg
17 - Buddy Casamis - 424 [likes=3, dislikes=0, completion=0.885245901639344, like_ratio=1.0, like_rate=0.0122950819672131, tedium=3.83333333333333]	SOLVED	11.6124	14	39	69	86	2064	425	34	34	24	4.94186	1.37461	60.7059	0	0	0	0.0	0.0
5 - Buddy Casamis - 425 [likes=2, dislikes=0, completion=0.882539682539683, like_ratio=1.0, like_rate=0.0063492063492063, tedium=7.0]	SOLVED	10.5666	9	40	30	38	456	265	51	50	12	6.97368	1.49807	8.94118	0	0	0	0.0	0.0
25 - Buddy Casamis - 426 [likes=6, dislikes=0, completion=0.853982300884956, like_ratio=1.0, like_rate=0.0265486725663717, tedium=4.4]	SOLVED	10.1686	15	38	44	50	1000	146	8	19	20	2.92	1.29797	125	0	0	0	0.0	0.0
13 - Jacques Duthen - 427 [likes=7, dislikes=0, completion=0.697142857142857, like_ratio=1.0, like_rate=0.04, tedium=12.6666666666667]	SOLVED	8.65469	9	38	16	17	204	22	23	52	12	1.29412	1.36999	8.86957	0	0	0	0.0	0.0
19 - Jacques Duthen - 428 [likes=5, dislikes=0, completion=0.68944099378882, like_ratio=1.0, like_rate=0.031055900621118, tedium=13.6666666666667]	SOLVED	10.5188	11	53	44	68	816	81	59	124	12	1.19118	1.46755	13.8305	0	0	0	0.0	0.0
41 - Jacques Duthen - 429 [likes=5, dislikes=0, completion=0.708860759493671, like_ratio=1.0, like_rate=0.0316455696202532, tedium=15.0]	SOLVED	10.5248	11	48	62	76	912	120	40	63	12	1.57895	1.48246	22.8	0	0	0	0.0	0.0
32 - Jacques Duthen - 430 [likes=4, dislikes=0, completion=0.755555555555556, like_ratio=1.0, like_rate=0.0296296296296296, tedium=11.0]	SOLVED	9.05967	8	43	19	24	288	37	10	30	12	1.54167	1.48774	28.8	0	0	0	0.0	0.0
17 - Jacques Duthen - 431 [likes=5, dislikes=0, completion=0.863157894736842, like_ratio=1.0, like_rate=0.0263157894736842, tedium=13.6666666666667]	SOLVED	9.58224	11	45	39	48	576	106	31	99	12	2.20833	1.42181	18.5806	0	0	0	0.0	0.0
18 - Jacques Duthen - 432 [likes=6, dislikes=0, completion=0.786666666666667, like_ratio=1.0, like_rate=0.04, tedium=10.3333333333333]	SOLVED	11.4534	12	45	51	88	1056	113	57	94	12	1.28409	1.45225	18.5263	0	0	0	0.0	0.0
37 - Jacques Duthen - 433 [likes=8, dislikes=0, completion=0.813333333333333, like_ratio=1.0, like_rate=0.0533333333333333, tedium=13.6666666666667]	SOLVED	9.10224	10	43	26	34	408	55	35	32	12	1.61765	1.42281	11.6571	0	0	0	0.0	0.0
14 - Jacques Duthen - 434 [likes=6, dislikes=0, completion=0.912, like_ratio=1.0, like_rate=0.048, tedium=12.3333333333333]	SOLVED	9.57764	11	49	26	30	360	84	17	43	12	2.8	1.36233	21.1765	0	0	0	0.0	0.0
28 - Aymeric du Peloux - 435 [likes=5, dislikes=0, completion=0.587878787878788, like_ratio=1.0, like_rate=0.0303030303030303, tedium=17.6666666666667]	SOLVED	13.3685	24	90	103	197	2364	206	216	497	12	1.04569	1.24624	10.9444	0	0	0	0.0	0.0
38 - Jacques Duthen - 436 [likes=5, dislikes=0, completion=0.6796875, like_ratio=1.0, like_rate=0.0390625, tedium=25.0]	SOLVED	13.2187	21	75	145	265	3180	334	350	231	12	1.26038	1.30435	9.08571	0	0	0	0.0	0.0
6 - Jacques Duthen - 437 [likes=6, dislikes=0, completion=0.701657458563536, like_ratio=1.0, like_rate=0.0331491712707182, tedium=18.3333333333333]	SOLVED	10.2669	13	63	42	80	960	129	113	94	12	1.6125	1.40085	8.49558	0	0	0	0.0	0.0
40 - Jacques Duthen - 438 [likes=5, dislikes=0, completion=0.64, like_ratio=1.0, like_rate=0.0333333333333333, tedium=25.0]	SOLVED	10.722	16	95	50	90	1080	96	64	166	12	1.06667	1.32477	16.875	0	0	0	0.0	0.0
34 - Jacques Duthen - 439 [likes=4, dislikes=0, completion=0.781954887218045, like_ratio=1.0, like_rate=0.0300751879699248, tedium=22.0]	SOLVED	11.9259	21	104	72	123	1476	219	100	144	12	1.78049	1.25753	14.76	0	0	0	0.0	0.0
35 - Jacques Duthen - 440 [likes=6, dislikes=0, completion=0.839285714285714, like_ratio=1.0, like_rate=0.0535714285714286, tedium=17.6666666666667]	SOLVED	9.69608	11	67	32	58	696	91	71	110	12	1.56897	1.44648	9.80282	0	0	0	0.0	0.0
39 - Jacques Duthen - 441 [likes=5, dislikes=0, completion=0.79646017699115, like_ratio=1.0, like_rate=0.0442477876106195, tedium=20.0]	SOLVED	10.4541	13	60	42	49	588	68	24	71	12	1.38776	1.34901	24.5	0	0	0	0.0	0.0
46 - Jacques Duthen - 442 [likes=5, dislikes=0, completion=0.741935483870968, like_ratio=1.0, like_rate=0.0403225806451613, tedium=16.0]	SOLVED	9.75456	13	60	39	43	516	79	23	63	12	1.83721	1.33552	22.4348	0	0	0	0.0	0.0
